sgf,sample_source,side,player,fox_rank,actual_rank_text,actual_rank_value,actual_group,model_rank_value,model_group,metric_rank_reassigned,metric_reassignment_method,metric_adjusted_rank_value,metric_adjusted_group,metric_nearest_rank_value,metric_nearest_group,metric_cluster_id,metric_cluster_k,metric_cluster_collection_class,metric_cluster_rank_median,metric_cluster_group,metric_cluster_distance,metric_cluster_second_distance,metric_cluster_margin,metric_cluster_radius_p90,metric_cluster_distance_ratio,metric_cluster_reassigned,twelve_d_style_rule_hit,twelve_d_style_rule_reassigned,metric_original_rank_distance,metric_nearest_rank_distance,metric_reassignment_margin,metric_reassignment_reason,strength,estimated_rank_value,estimated_group,numeric_error,samples,max_visits,quality_score,first_choice_rate,top3_rate,top5_rate,outside_top5_rate,average_ai_rank,excellent_rate,great_rate,good_move_rate,inaccuracy_rate,match_rate,mistake_rate,average_difficulty,weighted_point_loss,average_score_loss,average_score_equivalent_loss,median_score_loss,p75_score_equivalent_loss,p90_score_equivalent_loss,p95_score_equivalent_loss,max_score_equivalent_loss,loss_stddev,average_winrate_loss,bad_move_rate,blunder_rate,opening_samples,middlegame_samples,endgame_samples,opening_weighted_loss,middlegame_weighted_loss,endgame_weighted_loss,opening_good_move_rate,middlegame_good_move_rate,endgame_good_move_rate,robust_metric_distance,statistical_outlier,nearest_metric_group,actual_metric_distance,nearest_metric_distance,rank_mismatch_candidate,residual_core_four_outlier,residual_core_four_metric,residual_core_four_direction,residual_core_four_robust_z,residual_core_four_abs_robust_z,residual_core_four_value,residual_core_four_class_median
2026-06-08_205317_四明狂人_vs_青青草池塘_1780923197030032934.sgf,fox_dan,B,四明狂人,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.969,2.314,0.344,2.791,0.706,False,False,False,1.236,0.319,0.917,,7d,7.0,high_dan,5.0,86,48,81.68,0.4186,0.6744,0.7209,0.2791,3.791,0.5,0.1512,0.7442,0.186,0.6163,0.0698,43.1,1.689,0.986,0.986,0.122,1.189,2.73,4.984,8.759,1.752,2.111,0.2558,0.0,30,50,6,1.279,1.858,1.146,0.8333,0.7,0.6667,1.339,False,high_dan,1.182,0.33,False,False,,,,,,
2026-06-08_205317_四明狂人_vs_青青草池塘_1780923197030032934.sgf,fox_dan,W,青青草池塘,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.523,2.623,0.1,7.196,0.351,False,False,False,0.743,0.543,0.199,,1-2d,1.5,low_dan,-0.5,85,48,66.651,0.3647,0.5765,0.6353,0.3647,4.541,0.4588,0.0824,0.6706,0.1882,0.5518,0.1412,36.9,3.072,1.756,1.756,0.367,2.041,4.979,7.883,18.711,3.334,2.967,0.3294,0.0235,30,50,5,4.338,2.472,3.887,0.7333,0.68,0.2,0.806,False,mid_dan,0.71,0.545,False,False,,,,,,
2026-06-08_205523_峰子0102_vs_路人十载_1780923323030053418.sgf,fox_dan,B,峰子0102,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.808,2.866,0.058,7.196,0.39,False,False,False,0.683,0.553,0.13,,3-4d,3.5,low_dan,1.5,90,48,74.736,0.3444,0.5778,0.6444,0.3556,4.4,0.4667,0.1222,0.7,0.1333,0.5533,0.1667,47.2,3.376,2.006,2.006,0.294,2.409,6.936,10.214,18.542,3.571,2.988,0.3,0.0556,30,50,10,3.275,3.423,3.334,0.7667,0.68,0.6,0.836,False,mid_dan,0.656,0.598,False,False,,,,,,
2026-06-08_205523_峰子0102_vs_路人十载_1780923323030053418.sgf,fox_dan,W,路人十载,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.137,2.215,0.078,5.608,0.381,False,False,False,0.733,0.47,0.263,,3-4d,3.5,low_dan,1.5,90,48,71.24,0.3444,0.5333,0.6,0.4,4.844,0.4222,0.0778,0.6333,0.2556,0.5289,0.1111,45.8,2.306,1.487,1.487,0.607,1.842,4.236,5.098,18.702,2.591,2.784,0.3667,0.0111,30,50,10,1.974,1.781,4.529,0.6667,0.7,0.2,0.732,False,mid_dan,0.686,0.469,False,False,,,,,,
2026-06-08_210151_天下007008_vs_杀两局_1780923711030061871.sgf,fox_dan,B,天下007008,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.439,2.554,0.116,5.608,0.435,False,False,False,0.56,0.546,0.014,,1-2k,-1.5,kyu_level,-5.5,90,48,61.752,0.2444,0.5111,0.6111,0.3889,5.133,0.3444,0.1,0.6,0.3111,0.4711,0.0889,34.3,2.561,1.423,1.423,0.78,1.936,3.719,4.494,8.825,1.823,5.806,0.4,0.0,30,50,10,1.855,2.89,2.108,0.7333,0.54,0.5,0.665,False,mid_dan,0.55,0.55,False,False,,,,,,
2026-06-08_210151_天下007008_vs_杀两局_1780923711030061871.sgf,fox_dan,W,杀两局,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,2.458,2.462,0.005,7.433,0.331,False,False,False,0.554,0.537,0.017,,1-2k,-1.5,kyu_level,-5.5,90,48,58.667,0.2556,0.4222,0.5111,0.4889,5.844,0.3444,0.0778,0.6,0.3111,0.4761,0.0889,33.5,2.336,1.478,1.478,0.874,2.027,3.608,4.579,16.114,2.148,6.547,0.4,0.0111,30,50,10,1.863,2.722,1.279,0.6667,0.58,0.5,0.857,False,mid_dan,0.596,0.596,False,False,,,,,,
2026-06-08_210215_a531290245_vs_韩炫均_1780923735030032404.sgf,fox_dan,B,a531290245,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.895,3.01,0.115,7.196,0.402,False,False,False,0.804,0.623,0.181,,1-2d,1.5,low_dan,0.5,90,48,64.354,0.4111,0.5556,0.6111,0.3889,4.678,0.4667,0.0889,0.6222,0.2111,0.5483,0.1667,39.3,3.625,2.056,2.056,0.307,2.872,5.722,6.841,31.972,4.115,0.8,0.3778,0.0333,30,50,10,1.587,3.552,8.749,0.7667,0.52,0.7,0.69,False,mid_dan,0.737,0.646,False,False,,,,,,
2026-06-08_210215_a531290245_vs_韩炫均_1780923735030032404.sgf,fox_dan,W,韩炫均,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.777,3.963,0.186,7.439,0.508,False,False,False,0.917,0.917,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,53.02,0.2222,0.3556,0.4111,0.5889,6.522,0.2556,0.0778,0.4111,0.2444,0.3506,0.3444,63.9,4.009,3.179,3.179,1.814,4.966,7.532,10.38,20.133,3.791,1.472,0.5889,0.0667,30,50,10,3.811,3.326,7.384,0.5667,0.36,0.2,1.095,False,low_dan,1.032,1.032,False,False,,,,,,
2026-06-08_210302_sjw183_vs_不会下棋4n_1780923782030063212.sgf,fox_dan,B,sjw183,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,9.823,9.955,0.133,7.439,1.32,False,False,False,2.708,2.652,0.056,,6-10k,-8.0,kyu_level,-10.0,90,48,35.988,0.1889,0.3778,0.4444,0.5556,6.467,0.2556,0.0333,0.3,0.2444,0.2744,0.4556,58.8,7.087,5.638,5.638,3.467,6.668,13.598,21.008,37.091,7.567,10.307,0.7,0.1444,30,50,10,4.898,6.872,12.073,0.4,0.26,0.2,2.214,False,low_dan,2.76,2.76,False,False,,,,,,
2026-06-08_210407_LCPROPHET_vs_四明狂人_1780923847030034120.sgf,fox_dan,B,LCPROPHET,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.813,2.887,0.074,5.608,0.502,False,False,False,0.857,0.591,0.266,,1-2d,1.5,low_dan,-0.5,81,48,68.294,0.4198,0.6173,0.6914,0.3086,4.296,0.5185,0.0741,0.679,0.1358,0.5759,0.1852,39.5,3.113,1.716,1.716,0.129,1.836,5.685,8.142,11.65,2.876,1.843,0.321,0.037,30,50,1,2.11,3.352,5.685,0.8,0.62,0.0,0.923,False,mid_dan,0.817,0.592,False,False,,,,,,
2026-06-08_210407_LCPROPHET_vs_四明狂人_1780923847030034120.sgf,fox_dan,W,四明狂人,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,1.499,1.575,0.076,7.966,0.188,False,False,False,0.312,0.312,0.0,,1-2k,-1.5,kyu_level,-3.5,80,48,57.334,0.2625,0.4375,0.575,0.425,5.275,0.3625,0.0625,0.5875,0.2,0.4613,0.2125,41.9,3.974,2.616,2.616,0.78,3.398,7.594,10.726,23.223,4.114,2.604,0.4125,0.0625,30,50,0,2.616,4.536,3.974,0.7,0.52,0.5875,0.315,False,low_dan,0.337,0.337,False,False,,,,,,
2026-06-08_210656_V532809737_vs_a533183157_1780924016030062083.sgf,fox_dan,B,V532809737,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,6,mid_dan,4,12,5d-fox,5.0,mid_dan,1.394,1.605,0.211,5.608,0.249,False,False,False,0.84,0.282,0.558,,1-2d,1.5,low_dan,-0.5,72,48,68.253,0.4028,0.5972,0.6806,0.3194,4.361,0.5139,0.0417,0.6667,0.2083,0.5687,0.125,34.1,2.665,1.334,1.334,0.124,1.628,4.328,5.208,16.231,2.59,2.081,0.3333,0.0278,30,42,0,1.985,2.868,2.665,0.8,0.5714,0.6667,0.848,False,mid_dan,0.783,0.319,False,False,,,,,,
2026-06-08_210656_V532809737_vs_a533183157_1780924016030062083.sgf,fox_dan,W,a533183157,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,2.218,2.35,0.132,7.439,0.298,False,False,False,0.529,0.466,0.063,,1-2k,-1.5,kyu_level,-3.5,71,48,52.935,0.2535,0.3803,0.4225,0.5775,6.296,0.3099,0.1127,0.4789,0.3099,0.4085,0.2113,45.2,3.911,2.591,2.591,1.436,3.13,6.838,8.676,26.863,4.207,3.235,0.5211,0.0423,30,41,0,2.554,4.342,3.911,0.7,0.3171,0.4789,0.641,False,low_dan,0.57,0.57,False,False,,,,,,
2026-06-08_211043_a500570744_vs_wxm481204_1780924243030051123.sgf,fox_dan,B,a500570744,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,3.264,3.365,0.102,5.608,0.582,False,False,False,0.95,0.683,0.268,,1-2k,-1.5,kyu_level,-2.5,55,48,58.632,0.2909,0.4182,0.4727,0.5273,6.0,0.4182,0.0545,0.6,0.3636,0.4973,0.0364,27.9,1.99,1.171,1.171,0.616,1.894,3.246,3.447,6.538,1.399,5.415,0.4,0.0,30,25,0,1.919,2.028,1.99,0.6667,0.52,0.6,0.873,False,mid_dan,0.897,0.697,False,False,,,,,,
2026-06-08_211043_a500570744_vs_wxm481204_1780924243030051123.sgf,fox_dan,W,wxm481204,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,4.189,4.236,0.047,7.439,0.563,False,False,False,0.871,0.871,0.0,,3-5k,-4.0,kyu_level,-5.0,54,48,42.223,0.1852,0.3333,0.3519,0.6481,6.926,0.2963,0.0926,0.4815,0.4074,0.3889,0.1111,13.9,3.004,1.629,1.629,1.297,2.397,4.152,4.822,9.647,1.882,6.708,0.5185,0.0,30,24,0,2.879,3.093,3.004,0.6667,0.25,0.4815,1.143,False,low_dan,0.907,0.907,False,False,,,,,,
2026-06-08_211248_峰子0102_vs_ほしの暉_1780924368030042313.sgf,fox_dan,B,峰子0102,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,4.912,4.968,0.056,7.966,0.617,False,False,False,1.043,1.043,0.0,,1-2k,-1.5,kyu_level,-3.5,81,48,51.975,0.321,0.5309,0.5802,0.4198,5.21,0.4074,0.0494,0.5309,0.3086,0.4673,0.1605,35.3,6.415,3.58,3.58,0.835,2.705,7.911,18.338,45.521,8.622,5.435,0.4691,0.0617,30,50,1,3.267,7.549,2.66,0.7333,0.42,0.0,1.1,False,low_dan,1.082,1.082,False,False,,,,,,
2026-06-08_211248_峰子0102_vs_ほしの暉_1780924368030042313.sgf,fox_dan,W,ほしの暉,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,5.602,5.627,0.025,7.439,0.753,False,False,False,1.187,1.18,0.007,,1-2k,-1.5,kyu_level,-3.5,80,48,53.201,0.2,0.4,0.4875,0.5125,6.15,0.3,0.1,0.55,0.2375,0.4163,0.2125,40.3,6.557,3.835,3.835,0.898,2.919,9.348,15.53,46.193,8.596,6.229,0.45,0.0875,30,50,0,4.743,7.498,6.557,0.6333,0.5,0.55,1.219,False,low_dan,1.233,1.233,False,False,,,,,,
2026-06-08_211309_四明狂人_vs_LCPROPHET_1780924389030043802.sgf,fox_dan,B,四明狂人,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,9.906,9.978,0.071,7.439,1.332,False,False,False,2.806,2.782,0.024,,1-2k,-1.5,kyu_level,-3.5,90,48,50.888,0.3111,0.4667,0.5556,0.4444,5.4,0.3667,0.0444,0.4556,0.1889,0.4094,0.3556,54.9,7.463,5.036,5.036,1.648,5.171,7.756,11.076,91.942,13.366,4.033,0.5444,0.0556,30,50,10,4.843,3.612,26.264,0.5667,0.42,0.3,2.531,False,low_dan,2.845,2.845,False,False,,,,,,
2026-06-08_211309_四明狂人_vs_LCPROPHET_1780924389030043802.sgf,fox_dan,W,LCPROPHET,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,7.568,7.675,0.106,7.439,1.017,False,False,False,1.68,1.643,0.037,,1-2k,-1.5,kyu_level,-3.5,90,48,51.4,0.2222,0.4556,0.5444,0.4556,5.744,0.3222,0.0333,0.4444,0.2667,0.3711,0.2889,51.8,5.343,3.875,3.875,1.585,4.848,7.473,11.618,73.052,8.513,3.595,0.5556,0.0667,30,50,10,4.898,3.65,13.334,0.4333,0.42,0.6,1.615,False,low_dan,1.723,1.723,False,False,,,,,,
2026-06-08_211701_samsam10_vs_V532809737_1780924621030060401.sgf,fox_dan,B,samsam10,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,1.806,1.941,0.135,7.439,0.243,False,False,False,0.424,0.368,0.056,,6-10k,-8.0,kyu_level,-10.0,90,48,36.159,0.2,0.3333,0.4111,0.5889,6.556,0.3,0.0667,0.5,0.3,0.395,0.2,23.0,3.929,2.313,2.313,1.203,2.848,6.76,9.053,14.731,3.01,17.238,0.5,0.0444,30,50,10,2.262,4.902,2.672,0.6667,0.4,0.5,0.776,False,low_dan,0.449,0.449,False,False,,,,,,
2026-06-08_211701_samsam10_vs_V532809737_1780924621030060401.sgf,fox_dan,W,V532809737,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,1.823,1.911,0.088,7.439,0.245,False,False,False,0.391,0.358,0.033,,1-2k,-1.5,kyu_level,-3.5,90,48,54.038,0.1889,0.3778,0.4111,0.5889,6.522,0.2778,0.0778,0.5111,0.2778,0.3939,0.2111,43.0,3.753,2.386,2.386,1.089,3.389,7.042,9.103,11.275,2.922,17.566,0.4889,0.0444,30,50,10,2.151,4.239,3.268,0.7667,0.38,0.4,0.598,False,low_dan,0.413,0.413,False,False,,,,,,
2026-06-08_211749_a500570744_vs_孙子兵法04_1780924669030052174.sgf,fox_dan,B,a500570744,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,7.687,7.718,0.031,7.439,1.033,False,False,False,2.314,2.314,0.0,,3-5k,-4.0,kyu_level,-5.0,90,48,43.037,0.3111,0.4667,0.5222,0.4778,5.567,0.3667,0.0778,0.4556,0.2,0.4106,0.3444,49.7,6.834,4.381,4.381,1.525,6.601,13.191,16.693,28.299,6.106,6.697,0.5444,0.2,30,50,10,1.36,5.911,14.346,0.7667,0.36,0.0,1.576,False,low_dan,2.357,2.357,False,False,,,,,,
2026-06-08_211749_a500570744_vs_孙子兵法04_1780924669030052174.sgf,fox_dan,W,孙子兵法04,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,8.532,8.566,0.034,7.966,1.071,False,False,False,2.744,2.738,0.006,,1-2k,-1.5,kyu_level,-2.5,90,48,52.517,0.2889,0.5111,0.6,0.4,5.167,0.3667,0.1,0.5222,0.1444,0.4317,0.3333,54.3,7.708,4.892,4.892,0.907,8.588,16.539,18.606,30.116,7.129,7.078,0.4778,0.2333,30,50,10,0.614,7.758,12.52,0.9,0.4,0.0,1.926,False,low_dan,2.766,2.766,False,False,,,,,,
2026-06-08_211950_天下007008_vs_卧龙伴你_1780924790030063066.sgf,fox_dan,B,天下007008,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.339,2.65,0.31,5.608,0.417,False,False,False,0.578,0.465,0.112,,1-2d,1.5,low_dan,-2.5,90,48,60.278,0.3778,0.4778,0.5889,0.4111,5.211,0.4889,0.0444,0.6,0.2889,0.5289,0.1111,31.0,2.518,1.422,1.422,0.315,2.564,4.016,5.483,7.085,1.871,1.476,0.4,0.0,30,50,10,1.56,2.829,1.292,0.8667,0.42,0.7,0.633,False,mid_dan,0.487,0.487,False,False,,,,,,
2026-06-08_211950_天下007008_vs_卧龙伴你_1780924790030063066.sgf,fox_dan,W,卧龙伴你,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,3.071,3.184,0.113,5.608,0.548,False,False,False,0.622,0.568,0.054,,1-2k,-1.5,kyu_level,-5.5,90,48,58.005,0.3444,0.4556,0.5111,0.4889,5.444,0.4111,0.1444,0.5889,0.2889,0.5078,0.1222,30.8,2.732,1.514,1.514,0.469,2.588,4.156,5.764,8.464,1.972,1.956,0.4111,0.0,30,50,10,0.835,3.208,1.767,0.8667,0.4,0.7,0.825,False,mid_dan,0.572,0.572,False,False,,,,,,
2026-06-08_213541_1274923312_vs_a500570744_1780925741030012200.sgf,fox_dan,B,1274923312,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,3,low_dan,3,12,4d-fox,4.0,mid_dan,2.743,2.778,0.035,7.196,0.381,False,False,False,0.729,0.556,0.173,,1-2d,1.5,low_dan,0.5,79,48,71.048,0.3165,0.4684,0.5949,0.4051,5.089,0.443,0.0253,0.5443,0.2405,0.4658,0.2152,62.9,2.491,1.825,1.825,0.731,3.568,4.985,5.426,7.834,2.135,0.571,0.4557,0.0,30,49,0,2.178,2.582,2.491,0.7,0.449,0.5443,0.685,False,mid_dan,0.683,0.576,False,False,,,,,,
